Gen
SubNumber,BusNum,BusName,ID,Status,MW,Mvar,MWMin,MWMax,AGC,BidPoints,CubicB,CubicC,VariableOM,FuelCost,CubicD,AVR,RegBusNum,FuelType,VoltSet,MvarMin,MvarMax,EnforceMWLimit,PartFact,CostModel
860,111345,LA PORTE 10 4,1,Closed,32.78,19.34,6.14,38.00,YES,5,13.04,0.0030,5.0000,2.9310,0.00,YES,111345,NG (Natural Gas),1.04000,-10.52,19.34,YES,38.00,Piecewise Linear
861,111347,DEER PARK 14 2,1,Closed,126.90,48.64,37.51,282.00,YES,5,5.72,0.0008,4.5000,3.7060,0.00,YES,111346,NG (Natural Gas),1.03800,-92.95,143.54,YES,282.00,Piecewise Linear
861,111348,DEER PARK 14 3,1,Closed,77.92,7.12,24.10,169.80,YES,5,5.52,0.0025,4.5000,3.4140,0.00,YES,111348,NG (Natural Gas),1.04000,-52.35,86.43,YES,169.80,Piecewise Linear
861,111349,DEER PARK 14 4,1,Closed,74.45,10.24,20.63,169.80,YES,5,5.83,0.0007,4.5000,3.2120,0.00,YES,111349,NG (Natural Gas),1.04000,-49.18,86.43,YES,169.80,Piecewise Linear
861,111350,DEER PARK 14 5,1,Closed,89.28,8.69,35.46,169.80,YES,5,5.61,0.0020,4.5000,3.3770,0.00,YES,111350,NG (Natural Gas),1.04000,-44.44,86.43,YES,169.80,Piecewise Linear
861,111351,DEER PARK 14 6,1,Closed,146.47,12.87,32.88,169.80,YES,5,5.74,0.0012,4.5000,3.1440,0.00,YES,111351,NG (Natural Gas),1.04000,-47.08,86.43,YES,169.80,Piecewise Linear
861,111352,DEER PARK 14 7,1,Closed,115.44,48.64,66.37,154.80,YES,5,8.52,0.0004,0.0000,3.2640,0.00,YES,111346,NG (Natural Gas),1.03800,-53.15,78.79,YES,154.80,Piecewise Linear
862,111354,TEXAS CITY 9 2,1,Closed,64.70,11.00,9.55,75.00,YES,5,5.28,0.0013,4.5000,3.1030,0.00,YES,111354,NG (Natural Gas),1.04000,-20.54,38.17,YES,75.00,Piecewise Linear
862,111355,TEXAS CITY 9 3,1,Closed,89.14,7.81,39.06,158.00,YES,5,5.22,0.0010,4.5000,3.1670,0.00,YES,111355,NG (Natural Gas),1.04000,-43.08,80.42,YES,158.00,Piecewise Linear
862,111356,TEXAS CITY 9 4,1,Closed,94.31,80.42,44.23,158.00,YES,5,5.15,0.0014,4.5000,3.5650,0.00,YES,111353,NG (Natural Gas),1.03900,-51.16,80.42,YES,158.00,Piecewise Linear
862,111357,TEXAS CITY 9 5,1,Closed,71.40,13.06,21.32,158.00,YES,5,5.36,0.0001,4.5000,3.3360,0.00,YES,111357,NG (Natural Gas),1.04000,-45.23,80.42,YES,158.00,Piecewise Linear
862,111358,TEXAS CITY 9 6,1,Closed,56.63,8.17,32.86,75.00,YES,5,5.31,0.0008,4.5000,3.2270,0.00,YES,111358,NG (Natural Gas),1.04000,-19.95,38.17,YES,75.00,Piecewise Linear
863,111360,CLUTE 7 2,1,Closed,90.05,61.08,36.35,169.40,YES,5,4.10,0.0025,4.5000,3.2910,0.00,YES,111359,NG (Natural Gas),1.03500,-56.22,86.22,YES,169.40,Piecewise Linear
863,111361,CLUTE 7 3,1,Closed,43.13,9.96,22.87,50.00,YES,5,4.44,0.0016,4.5000,3.0760,0.00,YES,111361,NG (Natural Gas),1.04000,-16.43,25.45,YES,50.00,Piecewise Linear
864,111364,WHARTON 3 3,1,Closed,84.54,-0.12,44.23,98.00,YES,5,8.39,0.0009,4.5000,3.1640,0.00,YES,111364,NG (Natural Gas),1.04000,-32.77,49.88,YES,98.00,Piecewise Linear
864,111365,WHARTON 3 4,1,Closed,84.54,-0.05,33.19,98.00,YES,5,8.34,0.0014,4.5000,2.8900,0.00,YES,111365,NG (Natural Gas),1.04000,-24.97,49.88,YES,98.00,Piecewise Linear
864,111366,WHARTON 3 5,1,Closed,62.11,-0.03,8.33,72.00,YES,5,8.45,0.0004,4.5000,2.9530,0.00,YES,111366,NG (Natural Gas),1.04000,-24.55,36.65,YES,72.00,Piecewise Linear
864,111367,WHARTON 3 6,1,Closed,62.11,-0.07,25.74,72.00,YES,5,8.46,0.0003,4.5000,3.1620,0.00,YES,111367,NG (Natural Gas),1.04000,-22.87,36.65,YES,72.00,Piecewise Linear
864,111368,WHARTON 3 7,1,Closed,62.11,-0.03,13.50,72.00,YES,5,8.46,0.0003,4.5000,3.0490,0.00,YES,111368,NG (Natural Gas),1.04000,-18.19,36.65,YES,72.00,Piecewise Linear
864,111369,WHARTON 3 8,1,Closed,32.95,-0.09,10.13,72.00,YES,5,8.40,0.0011,4.5000,3.4320,0.00,YES,111369,NG (Natural Gas),1.04000,-20.12,36.65,YES,72.00,Piecewise Linear
865,111372,BAYTOWN 14 3,1,Closed,148.37,85.65,74.41,172.00,YES,5,7.14,0.0022,4.5000,3.1180,0.00,YES,111370,NG (Natural Gas),1.04000,-59.49,87.55,YES,172.00,Piecewise Linear
865,111373,BAYTOWN 14 4,1,Closed,142.33,-0.24,22.41,165.00,YES,5,7.27,0.0015,4.5000,2.9670,0.00,YES,111373,NG (Natural Gas),1.04000,-46.18,83.99,YES,165.00,Piecewise Linear
865,111374,BAYTOWN 14 5,1,Closed,119.10,-0.89,66.80,165.00,YES,5,7.17,0.0021,4.5000,3.3060,0.00,YES,111374,NG (Natural Gas),1.04000,-56.58,83.99,YES,165.00,Piecewise Linear
866,111376,MONT BELVIEU 5 2,1,Open,0.00,0.00,2.28,12.30,YES,5,5.44,0.0017,5.0000,2.9980,0.00,YES,111376,NG (Natural Gas),1.04000,-4.30,6.26,YES,12.30,Piecewise Linear
867,111378,HOUSTON 50 2,1,Closed,41.41,24.43,6.91,48.00,YES,5,5.44,0.0007,5.0000,3.4090,0.00,YES,111378,NG (Natural Gas),1.04000,-15.32,24.43,YES,48.00,Piecewise Linear
869,111382,THOMPSONS 8 2,1,Closed,63.83,37.67,12.81,74.00,YES,5,19.67,0.0026,5.0000,3.0060,0.00,YES,111382,NG (Natural Gas),1.04000,-25.10,37.67,YES,74.00,Piecewise Linear
870,111384,GALENA PARK 23 2,1,Open,0.00,0.00,4.91,14.00,YES,5,9.22,0.0010,3.0000,3.0000,0.00,YES,111384,WH (Waste Heat),1.04000,-4.78,6.81,YES,14.00,Piecewise Linear
871,111386,FREEPORT 3 2,1,Closed,54.82,35.63,32.63,70.00,YES,5,8.59,0.0006,0.0000,3.3140,0.00,YES,111386,NG (Natural Gas),1.04000,-18.52,35.63,YES,70.00,Piecewise Linear
873,111390,WHARTON 4 2,1,Closed,407.59,14.18,220.95,472.50,YES,5,8.05,0.0006,4.5000,3.1340,0.00,YES,111389,NG (Natural Gas),1.04000,-150.94,240.50,YES,472.50,Piecewise Linear
873,111391,WHARTON 4 3,1,Closed,156.62,14.18,51.41,331.90,YES,5,8.47,0.0010,4.5000,3.2600,0.00,YES,111389,NG (Natural Gas),1.04000,-87.16,168.94,YES,331.90,Piecewise Linear
873,111392,WHARTON 4 4,1,Closed,289.24,14.18,156.21,335.30,YES,5,7.94,0.0011,4.5000,3.0340,0.00,YES,111389,NG (Natural Gas),1.04000,-111.17,170.67,YES,335.30,Piecewise Linear
874,111395,BACLIFF 3 3,1,Closed,24.40,4.25,7.28,54.00,YES,5,9.05,0.0010,0.0000,3.0930,0.00,YES,111395,NG (Natural Gas),1.04000,-14.83,27.49,YES,54.00,Piecewise Linear
874,111396,BACLIFF 3 4,1,Closed,46.58,6.88,10.18,54.00,YES,5,8.13,0.0010,0.0000,2.8740,0.00,YES,111396,NG (Natural Gas),1.04000,-17.42,27.49,YES,54.00,Piecewise Linear
874,111397,BACLIFF 3 5,1,Closed,46.58,6.60,19.57,54.00,YES,5,8.59,0.0018,0.0000,2.9310,0.00,YES,111397,NG (Natural Gas),1.04000,-13.90,27.49,YES,54.00,Piecewise Linear
874,111398,BACLIFF 3 6,1,Closed,46.58,3.90,24.34,54.00,YES,5,8.62,0.0023,0.0000,2.9960,0.00,YES,111398,NG (Natural Gas),1.04000,-16.97,27.49,YES,54.00,Piecewise Linear
874,111399,BACLIFF 3 7,1,Closed,32.11,8.86,14.99,54.00,YES,5,8.46,0.0030,0.0000,3.4460,0.00,YES,111399,NG (Natural Gas),1.04000,-14.33,27.49,YES,54.00,Piecewise Linear
874,111400,BACLIFF 3 8,1,Closed,46.58,8.37,18.36,54.00,YES,5,8.34,0.0010,0.0000,3.0950,0.00,YES,111400,NG (Natural Gas),1.04000,-15.98,27.49,YES,54.00,Piecewise Linear
875,111402,CROSBY 6 2,1,Closed,38.82,22.90,13.77,45.00,YES,5,8.41,0.0003,5.0000,3.2420,0.00,YES,111402,NG (Natural Gas),1.04000,-14.15,22.90,YES,45.00,Piecewise Linear
875,111402,CROSBY 6 2,2,Closed,38.82,22.90,10.04,45.00,YES,5,8.38,0.0022,5.0000,2.9890,0.00,YES,111402,NG (Natural Gas),1.04000,-13.82,22.90,YES,45.00,Piecewise Linear
876,111404,BELLAIRE 43 2,1,Closed,100.93,49.09,41.90,117.00,YES,5,8.02,0.0007,0.0000,3.2210,0.00,YES,111403,NG (Natural Gas),1.02000,-31.47,59.55,YES,117.00,Piecewise Linear
878,111408,WALLIS 2 2,1,Open,0.00,0.00,0.00,10.00,YES,5,8.51,0.0050,0.0000,1.0000,0.00,YES,111408,SUN (Solar),1.04000,-2.79,3.25,YES,10.00,Piecewise Linear
879,111410,ORCHARD 2 2,1,Open,0.00,0.00,0.00,10.00,YES,5,3.38,0.0050,0.0000,1.0000,0.00,YES,111410,SUN (Solar),1.04000,-2.98,4.49,YES,10.00,Piecewise Linear
880,111412,LANE CITY 3 2,1,Open,0.00,0.00,0.00,10.00,YES,5,2.78,0.0050,0.0000,1.0000,0.00,YES,111412,SUN (Solar),1.04000,-2.90,3.76,YES,10.00,Piecewise Linear
1250,120434,LACKLAND A F B 20 2,1,Closed,19.18,9.19,4.60,46.00,YES,5,11.97,0.0023,5.0000,3.4460,0.00,YES,120434,NG (Natural Gas),1.04000,-12.55,23.41,YES,46.00,Piecewise Linear
1250,120434,LACKLAND A F B 20 2,2,Closed,21.92,9.19,7.34,46.00,YES,5,12.01,0.0015,5.0000,3.3040,0.00,YES,120434,NG (Natural Gas),1.04000,-14.08,23.41,YES,46.00,Piecewise Linear
1250,120435,LACKLAND A F B 20 3,1,Open,0.00,0.00,9.75,46.00,YES,5,12.07,0.0010,5.0000,2.9300,0.00,YES,120435,NG (Natural Gas),1.04000,-12.34,23.41,YES,46.00,Piecewise Linear
1250,120436,LACKLAND A F B 20 4,1,Closed,39.68,21.69,7.55,46.00,YES,5,11.98,0.0021,5.0000,2.8690,0.00,YES,120436,NG (Natural Gas),1.04000,-12.46,23.41,YES,46.00,Piecewise Linear
1251,120438,ADKINS 6 2,1,Closed,317.64,22.21,184.51,420.00,YES,5,13.31,0.0030,4.0000,3.2230,0.00,YES,120437,NG (Natural Gas),1.04000,-117.09,213.78,YES,420.00,Piecewise Linear
1251,120439,ADKINS 6 3,1,Closed,353.68,22.21,112.96,410.00,YES,5,11.89,0.0015,4.0000,3.0730,0.00,YES,120437,NG (Natural Gas),1.04000,-111.76,208.69,YES,410.00,Piecewise Linear
1252,120442,ELMENDORF 11 3,1,Closed,27.36,-0.35,12.14,48.00,YES,5,11.52,0.0008,5.0000,3.4180,0.00,YES,120442,NG (Natural Gas),1.04000,-12.72,24.43,YES,48.00,Piecewise Linear
1252,120442,ELMENDORF 11 3,2,Closed,29.11,-0.35,13.89,48.00,YES,5,11.48,0.0016,5.0000,3.2900,0.00,YES,120442,NG (Natural Gas),1.04000,-13.25,24.43,YES,48.00,Piecewise Linear
1252,120443,ELMENDORF 11 4,1,Closed,41.41,-0.16,17.18,48.00,YES,5,11.45,0.0022,5.0000,2.8890,0.00,YES,120443,NG (Natural Gas),1.04000,-13.12,24.43,YES,48.00,Piecewise Linear
1252,120443,ELMENDORF 11 4,2,Closed,40.54,-0.16,17.96,47.00,YES,5,11.48,0.0015,5.0000,3.2370,0.00,YES,120443,NG (Natural Gas),1.04000,-14.97,23.92,YES,47.00,Piecewise Linear
1252,120444,ELMENDORF 11 5,1,Closed,258.86,-30.92,57.33,412.00,YES,5,10.91,0.0027,4.0000,3.2700,0.00,YES,120440,NG (Natural Gas),1.04000,-105.73,209.71,YES,412.00,Piecewise Linear
1252,120445,ELMENDORF 11 6,1,Closed,156.57,-0.28,83.66,230.00,YES,5,11.42,0.0023,4.0000,3.3160,0.00,YES,120445,NG (Natural Gas),1.04000,-74.42,117.07,YES,230.00,Piecewise Linear
1252,120446,ELMENDORF 11 7,1,Closed,117.60,-30.92,48.81,217.00,YES,5,11.74,0.0007,4.0000,3.1540,0.00,YES,120440,NG (Natural Gas),1.04000,-55.78,110.45,YES,217.00,Piecewise Linear
1253,120449,PEARSALL 6 3,1,Closed,7.25,0.03,2.73,8.40,YES,5,9.45,0.0015,6.0000,2.8720,0.00,YES,120449,NG (Natural Gas),1.04000,-2.89,4.28,YES,8.40,Piecewise Linear
1253,120449,PEARSALL 6 3,2,Closed,6.64,0.03,3.98,8.40,YES,5,9.45,0.0020,6.0000,3.5240,0.00,YES,120449,NG (Natural Gas),1.04000,-2.86,4.28,YES,8.40,Piecewise Linear
1253,120450,PEARSALL 6 4,1,Closed,6.29,-2.26,3.63,8.40,YES,5,9.45,0.0020,6.0000,3.1760,0.00,YES,120450,NG (Natural Gas),1.04000,-2.65,4.28,YES,8.40,Piecewise Linear
1253,120450,PEARSALL 6 4,2,Closed,7.25,-2.26,4.14,8.40,YES,5,9.45,0.0020,6.0000,3.0800,0.00,YES,120450,NG (Natural Gas),1.04000,-2.58,4.28,YES,8.40,Piecewise Linear
1253,120451,PEARSALL 6 5,1,Open,0.00,0.00,3.44,8.40,YES,5,9.45,0.0020,6.0000,3.3690,0.00,YES,120451,NG (Natural Gas),1.04000,-2.18,4.28,YES,8.40,Piecewise Linear
1253,120451,PEARSALL 6 5,2,Closed,7.25,0.30,1.32,8.40,YES,5,9.44,0.0029,6.0000,3.0700,0.00,YES,120451,NG (Natural Gas),1.04000,-2.88,4.28,YES,8.40,Piecewise Linear
1253,120452,PEARSALL 6 6,1,Closed,7.25,0.14,2.60,8.40,YES,5,9.44,0.0024,6.0000,3.0780,0.00,YES,120452,NG (Natural Gas),1.04000,-2.72,4.28,YES,8.40,Piecewise Linear
1253,120452,PEARSALL 6 6,2,Open,0.00,0.00,2.89,8.40,YES,5,9.45,0.0020,6.0000,3.3350,0.00,YES,120452,NG (Natural Gas),1.04000,-2.86,4.28,YES,8.40,Piecewise Linear
1253,120453,PEARSALL 6 7,1,Closed,7.25,0.23,3.04,8.40,YES,5,9.45,0.0020,6.0000,3.3080,0.00,YES,120453,NG (Natural Gas),1.04000,-2.31,4.28,YES,8.40,Piecewise Linear
1253,120454,PEARSALL 6 8,1,Closed,7.25,-2.26,2.48,8.40,YES,5,9.44,0.0027,6.0000,3.1060,0.00,YES,120454,NG (Natural Gas),1.04000,-2.26,4.28,YES,8.40,Piecewise Linear
1253,120454,PEARSALL 6 8,2,Closed,7.25,-2.47,1.26,8.40,YES,5,9.45,0.0021,6.0000,2.9500,0.00,YES,120454,NG (Natural Gas),1.04000,-2.47,4.28,YES,8.40,Piecewise Linear
1253,120455,PEARSALL 6 9,1,Closed,4.85,0.09,2.19,8.40,YES,5,9.45,0.0010,6.0000,3.3630,0.00,YES,120455,NG (Natural Gas),1.04000,-2.57,4.28,YES,8.40,Piecewise Linear
1253,120455,PEARSALL 6 9,2,Closed,7.25,0.09,4.13,8.40,YES,5,9.45,0.0020,6.0000,3.2800,0.00,YES,120455,NG (Natural Gas),1.04000,-2.70,4.28,YES,8.40,Piecewise Linear
1253,120456,PEARSALL 6 10,1,Closed,7.25,-2.88,1.47,8.40,YES,5,9.45,0.0020,6.0000,3.1630,0.00,YES,120456,NG (Natural Gas),1.04000,-2.88,4.28,YES,8.40,Piecewise Linear
1253,120456,PEARSALL 6 10,2,Closed,6.02,-2.45,3.36,8.40,YES,5,9.45,0.0020,6.0000,3.2790,0.00,YES,120456,NG (Natural Gas),1.04000,-2.45,4.28,YES,8.40,Piecewise Linear
1253,120457,PEARSALL 6 11,1,Closed,7.25,0.12,1.35,8.40,YES,5,9.45,0.0020,6.0000,2.7800,0.00,YES,120457,NG (Natural Gas),1.04000,-2.10,4.28,YES,8.40,Piecewise Linear
1253,120457,PEARSALL 6 11,2,Closed,7.25,0.12,2.04,8.40,YES,5,9.45,0.0020,6.0000,3.1790,0.00,YES,120457,NG (Natural Gas),1.04000,-2.31,4.28,YES,8.40,Piecewise Linear
1253,120458,PEARSALL 6 12,1,Closed,7.25,-1.86,3.46,8.40,YES,5,9.45,0.0020,6.0000,2.9860,0.00,YES,120458,NG (Natural Gas),1.04000,-2.41,4.28,YES,8.40,Piecewise Linear
1253,120458,PEARSALL 6 12,2,Closed,4.00,-1.86,1.34,8.40,YES,5,9.45,0.0020,6.0000,3.1820,0.00,YES,120458,NG (Natural Gas),1.04000,-2.84,4.28,YES,8.40,Piecewise Linear
1253,120459,PEARSALL 6 13,1,Closed,4.37,-2.32,1.71,8.40,YES,5,9.45,0.0018,6.0000,3.3640,0.00,YES,120459,NG (Natural Gas),1.04000,-2.32,4.28,YES,8.40,Piecewise Linear
1253,120459,PEARSALL 6 13,2,Closed,5.94,-2.52,3.28,8.40,YES,5,9.45,0.0020,6.0000,3.2510,0.00,YES,120459,NG (Natural Gas),1.04000,-2.52,4.28,YES,8.40,Piecewise Linear
1253,120460,PEARSALL 6 14,1,Closed,6.78,0.05,4.12,8.40,YES,5,9.45,0.0020,6.0000,3.3990,0.00,YES,120460,NG (Natural Gas),1.04000,-2.85,4.28,YES,8.40,Piecewise Linear
1253,120460,PEARSALL 6 14,2,Closed,5.39,0.05,2.73,8.40,YES,5,9.45,0.0020,6.0000,3.4920,0.00,YES,120460,NG (Natural Gas),1.04000,-2.13,4.28,YES,8.40,Piecewise Linear
1253,120461,PEARSALL 6 15,1,Closed,3.68,-2.16,1.02,8.40,YES,5,9.45,0.0016,6.0000,3.6180,0.00,YES,120461,NG (Natural Gas),1.04000,-2.16,4.28,YES,8.40,Piecewise Linear
1254,120463,ADKINS 7 2,1,Closed,362.30,22.21,108.51,420.00,YES,5,11.90,0.0004,3.0000,1.7000,0.00,YES,120462,SUB (Subbituminous Coal),1.04000,-105.54,195.72,YES,420.00,Piecewise Linear
1254,120464,ADKINS 7 3,1,Open,0.00,0.00,201.97,420.00,YES,5,12.02,0.0007,3.0000,1.7000,0.00,YES,120462,SUB (Subbituminous Coal),1.04000,-110.87,195.72,YES,420.00,Piecewise Linear
1255,120467,CHRISTINE 4 2,1,Closed,337.29,-63.48,136.06,391.00,YES,5,12.90,0.0004,3.0000,1.6000,0.00,YES,120466,LIG (Lignite Coal),1.04200,-111.75,182.21,YES,391.00,Piecewise Linear
1256,120469,ADKINS 8 2,1,Closed,677.16,-9.12,205.15,785.00,YES,5,9.47,0.0013,3.0000,1.7000,0.00,YES,120468,SUB (Subbituminous Coal),1.04000,-198.80,365.81,YES,785.00,Piecewise Linear
1256,120470,ADKINS 8 3,1,Closed,483.07,-9.12,237.11,560.00,YES,5,10.20,0.0020,3.0000,1.7000,0.00,YES,120468,SUB (Subbituminous Coal),1.04000,-179.17,260.96,YES,560.00,Piecewise Linear
1257,120472,ELMENDORF 12 2,1,Closed,163.90,-1.93,83.80,190.00,YES,5,8.27,0.0016,4.5000,3.1420,0.00,YES,120472,NG (Natural Gas),1.04000,-57.49,96.71,YES,190.00,Piecewise Linear
1257,120473,ELMENDORF 12 3,1,Closed,135.98,-30.92,30.66,164.00,YES,5,7.80,0.0025,4.5000,3.3260,0.00,YES,120471,NG (Natural Gas),1.04000,-51.26,83.48,YES,164.00,Piecewise Linear
1257,120474,ELMENDORF 12 4,1,Closed,141.47,-1.77,75.59,164.00,YES,5,8.26,0.0028,4.5000,2.8860,0.00,YES,120474,NG (Natural Gas),1.04000,-46.84,83.48,YES,164.00,Piecewise Linear
1260,120490,ELMENDORF 13 2,1,Closed,11.65,6.24,0.00,13.50,YES,5,6.51,0.0040,0.0000,1.0000,0.00,YES,120490,SUN (Solar),1.04000,-4.60,6.24,YES,13.50,Piecewise Linear
1261,120493,BRACKETTVILLE 4 2,1,Closed,86.09,-28.31,0.00,99.80,YES,5,3.70,0.0010,0.0000,1.0000,0.00,YES,120493,WND (Wind),1.04000,-34.84,46.15,YES,99.80,Piecewise Linear
1263,120498,ELMENDORF 14 2,1,Closed,8.54,3.33,0.00,9.90,YES,5,5.61,0.0040,0.0000,1.0000,0.00,YES,120498,SUN (Solar),1.04000,-2.48,3.33,YES,9.90,Piecewise Linear
1264,120500,ELMENDORF 15 2,1,Closed,8.54,3.50,0.00,9.90,YES,5,4.12,0.0050,0.0000,1.0000,0.00,YES,120500,SUN (Solar),1.04000,-3.24,3.50,YES,9.90,Piecewise Linear
1265,120503,ELMENDORF 16 3,2,Closed,35.11,16.83,0.00,40.70,YES,5,8.96,0.0010,0.0000,1.0000,0.00,YES,120503,SUN (Solar),1.04000,-10.34,17.10,YES,40.70,Piecewise Linear
1267,120507,BRACKETTVILLE 5 2,1,Closed,34.16,-11.44,0.00,39.60,YES,5,7.13,0.0010,0.0000,1.0000,0.00,YES,120507,SUN (Solar),1.04000,-11.73,18.04,YES,39.60,Piecewise Linear
1269,120512,KNIPPA 4 2,1,Closed,86.26,-10.10,0.00,100.00,YES,5,7.74,0.0010,0.0000,1.0000,0.00,YES,120512,SUN (Solar),1.04000,-25.81,37.78,YES,100.00,Piecewise Linear
1274,120524,LACKLAND A F B 23 2,1,Closed,4.56,3.37,1.39,10.00,YES,5,8.00,0.0010,5.0000,9.7000,0.00,YES,120524,OTH (Other),1.04000,-3.09,3.37,YES,10.00,Piecewise Linear
1569,130351,DUNCANVILLE 14 2,1,Closed,448.84,2.46,61.95,568.00,YES,5,10.17,0.0007,4.0000,3.1000,0.00,YES,130350,NG (Natural Gas),1.03100,-145.64,289.11,YES,568.00,Piecewise Linear
1569,130352,DUNCANVILLE 14 3,1,Closed,58.12,22.05,20.72,118.00,YES,5,13.49,0.0003,4.0000,3.2330,0.00,YES,130352,NG (Natural Gas),1.04000,-30.44,60.06,YES,118.00,Piecewise Linear
1569,130353,DUNCANVILLE 14 4,1,Closed,105.24,27.49,26.64,122.00,YES,5,15.14,0.0010,4.0000,3.2120,0.00,YES,130353,NG (Natural Gas),1.04000,-34.94,62.10,YES,122.00,Piecewise Linear
1570,130355,BARDWELL 2 2,1,Open,0.00,0.00,39.10,245.10,YES,5,7.26,0.0011,4.5000,3.1410,0.00,YES,130354,NG (Natural Gas),1.04000,-79.75,124.76,YES,245.10,Piecewise Linear
1570,130356,BARDWELL 2 3,1,Closed,98.68,8.92,52.69,114.40,YES,5,7.37,0.0014,4.5000,3.2030,0.00,YES,130356,NG (Natural Gas),1.04000,-34.17,58.23,YES,114.40,Piecewise Linear
1571,130359,FORNEY 3 3,1,Closed,312.98,-39.24,183.65,408.00,YES,5,6.67,0.0011,4.5000,3.2230,0.00,YES,130357,NG (Natural Gas),1.04000,-122.73,207.67,YES,408.00,Piecewise Linear
1571,130360,FORNEY 3 4,1,Closed,351.95,-39.24,101.43,408.00,YES,5,6.06,0.0026,4.5000,2.3990,0.00,YES,130357,NG (Natural Gas),1.04000,-115.16,207.67,YES,408.00,Piecewise Linear
1571,130361,FORNEY 3 5,1,Closed,77.69,-0.59,24.75,167.00,YES,5,6.74,0.0023,4.5000,3.3690,0.00,YES,130361,NG (Natural Gas),1.04000,-51.81,85.00,YES,167.00,Piecewise Linear
1571,130362,FORNEY 3 6,1,Closed,137.16,0.17,52.33,159.00,YES,5,6.80,0.0020,4.5000,3.1150,0.00,YES,130362,NG (Natural Gas),1.04000,-41.24,80.93,YES,159.00,Piecewise Linear
1571,130363,FORNEY 3 7,1,Closed,137.16,-1.19,45.96,159.00,YES,5,6.87,0.0016,4.5000,3.2180,0.00,YES,130363,NG (Natural Gas),1.04000,-49.81,80.93,YES,159.00,Piecewise Linear
1571,130364,FORNEY 3 8,1,Closed,125.69,-0.44,72.75,167.00,YES,5,7.04,0.0005,4.5000,3.1600,0.00,YES,130364,NG (Natural Gas),1.04000,-52.72,85.00,YES,167.00,Piecewise Linear
1571,130365,FORNEY 3 9,1,Closed,137.16,-0.46,47.33,159.00,YES,5,6.80,0.0020,4.5000,2.8810,0.00,YES,130365,NG (Natural Gas),1.04000,-40.36,80.93,YES,159.00,Piecewise Linear
1571,130366,FORNEY 3 10,1,Closed,119.47,-39.24,69.07,159.00,YES,5,6.87,0.0016,4.5000,3.3200,0.00,YES,130357,NG (Natural Gas),1.04000,-43.59,80.93,YES,159.00,Piecewise Linear
1809,140304,MANOR 7 2,1,Closed,44.86,-0.48,15.03,52.00,YES,5,15.83,0.0026,5.0000,3.2310,0.00,YES,140304,NG (Natural Gas),1.04000,-16.14,26.47,YES,52.00,Piecewise Linear
1809,140305,MANOR 7 3,1,Closed,39.13,-0.28,22.65,52.00,YES,5,15.92,0.0009,5.0000,3.3730,0.00,YES,140305,NG (Natural Gas),1.04000,-13.53,26.47,YES,52.00,Piecewise Linear
1809,140306,MANOR 7 4,1,Closed,31.96,-0.38,15.48,52.00,YES,5,15.81,0.0030,5.0000,3.2220,0.00,YES,140306,NG (Natural Gas),1.04000,-16.68,26.47,YES,52.00,Piecewise Linear
1809,140307,MANOR 7 5,1,Closed,44.86,-0.40,22.59,52.00,YES,5,15.87,0.0018,5.0000,3.2270,0.00,YES,140307,NG (Natural Gas),1.04000,-15.01,26.47,YES,52.00,Piecewise Linear
1809,140308,MANOR 7 6,1,Closed,230.88,-78.74,102.82,404.00,YES,5,10.81,0.0021,4.0000,3.5200,0.00,YES,140303,NG (Natural Gas),1.04000,-101.29,205.64,YES,404.00,Piecewise Linear
1809,140309,MANOR 7 7,1,Closed,181.47,-78.74,80.03,320.00,YES,5,10.10,0.0021,4.0000,3.4310,0.00,YES,140303,NG (Natural Gas),1.04000,-94.98,162.88,YES,320.00,Piecewise Linear
1810,140311,AUSTIN 55 2,1,Closed,7.07,3.15,3.96,8.20,YES,5,25.94,0.0100,0.0000,1.0000,0.00,YES,140311,WAT (Water),1.04000,-2.62,3.15,YES,8.20,Piecewise Linear
1810,140311,AUSTIN 55 2,2,Closed,7.59,3.38,2.52,8.80,YES,5,25.02,0.0050,0.0000,1.0000,0.00,YES,140311,WAT (Water),1.04000,-2.34,3.38,YES,8.80,Piecewise Linear
1811,140313,HORSESHOE BAY 4 2,1,Closed,23.29,4.57,5.00,27.00,YES,5,21.32,0.0010,0.0000,1.0000,0.00,YES,140313,WAT (Water),1.04000,-9.03,10.37,YES,27.00,Piecewise Linear
1811,140314,HORSESHOE BAY 4 3,1,Closed,23.29,4.57,3.61,27.00,YES,5,26.08,0.0020,0.0000,1.0000,0.00,YES,140314,WAT (Water),1.04000,-8.51,10.37,YES,27.00,Piecewise Linear
1812,140320,MARBLE FALLS 7 5,1,Closed,17.08,1.44,3.25,19.80,YES,5,25.64,0.0020,0.0000,1.0000,0.00,YES,140320,WAT (Water),1.04000,-6.23,7.60,YES,19.80,Piecewise Linear
1812,140321,MARBLE FALLS 7 6,1,Closed,17.08,1.44,9.12,19.80,YES,5,23.08,0.0050,0.0000,1.0000,0.00,YES,140321,WAT (Water),1.04000,-5.86,7.60,YES,19.80,Piecewise Linear
1813,140327,CEDAR PARK 25 5,1,Closed,31.05,4.17,10.71,36.00,YES,5,23.64,0.0010,0.0000,1.0000,0.00,YES,140327,WAT (Water),1.04000,-12.06,13.82,YES,36.00,Piecewise Linear
