Branch
From Number,From Name,To Number,To Name,Circuit,Status,Branch Device Type,Xfrmr,MW From ,Mvar From ,MVA From ,Lim MVA,% of MVA Limit (Max),MW Loss,Mvar Loss
250231,CHANDLER 2 1,250211,BROWNSBORO 2 1,1,Closed,Line,NO,79.4,-10.7,80.1,257.9,31.1,0.21,-0.16
210024,BERTRAM 1 1,210250,LIBERTY HILL 7 1,1,Closed,Line,NO,80.1,-2.0,80.1,288.8,27.7,0.22,-3.61
150401,ALEDO 7 1,150400,ALEDO 6 1,2,Closed,Line,NO,-78.2,17.4,80.1,313.4,25.6,0.12,0.02
150401,ALEDO 7 1,150400,ALEDO 6 1,1,Closed,Line,NO,-78.2,17.4,80.1,313.4,25.6,0.12,0.02
110854,HOUSTON 47 1,111068,SPRING 32 2,1,Closed,Line,NO,-78.4,16.5,80.1,300.0,26.9,0.26,-2.06
111300,FREEPORT 2 1,111301,FREEPORT 2 2,1,Closed,Transformer,YES,-79.6,-8.3,80.1,429.1,18.7,0.02,1.09
140203,AUSTIN 49 1,140206,MANCHACA 4 2,1,Closed,Line,NO,-56.7,56.5,80.0,142.6,56.1,0.48,0.99
240287,HASKELL 2 2,240104,HASKELL 1 1,1,Closed,Line,NO,-79.3,10.2,80.0,283.2,28.3,0.16,0.26
150099,JACKSBORO 1 1,150504,BRYSON 2 2,1,Closed,Line,NO,-79.9,-2.2,80.0,304.5,26.4,0.31,0.68
130217,LANCASTER 11 1,130259,DESOTO 30 2,1,Closed,Line,NO,-79.6,7.4,80.0,154.8,51.7,0.13,0.25
130217,LANCASTER 11 1,130259,DESOTO 30 2,2,Closed,Line,NO,-79.6,7.4,80.0,154.8,51.7,0.13,0.25
160135,FANNIN 5 1,160131,FANNIN 4 1,1,Closed,Line,NO,79.0,-12.1,79.9,276.6,28.9,0.48,1.92
250053,WODEN 1 1,250314,WODEN 3 1,1,Closed,Line,NO,-77.4,19.8,79.9,290.8,27.5,0.16,0.29
220172,LENORAH 1 1,220179,FORSAN 5 1,1,Closed,Line,NO,65.7,-45.4,79.8,1163.5,6.9,0.04,-46.34
230136,CALVERT 2 1,230233,CALVERT 4 1,1,Closed,Line,NO,76.7,-22.1,79.8,241.5,33.0,0.22,0.48
200071,PENITAS 1 1,200206,SULLIVAN CITY 3 2,1,Closed,Line,NO,-79.5,6.1,79.8,297.1,26.9,0.32,1.01
170443,DENTON 7 2,170442,DENTON 7 1,1,Closed,Transformer,YES,-72.9,-32.2,79.7,226.0,35.9,0.09,3.09
190032,SHAMROCK 2 1,190029,SHAMROCK 1 1,1,Closed,Line,NO,-78.9,11.4,79.7,283.7,28.2,0.67,1.85
160204,CORPUS CHRISTI 28 2,160057,CORPUS CHRISTI 3 1,1,Closed,Line,NO,78.5,13.8,79.7,280.3,28.4,0.16,-0.28
110568,CEDAR LANE 3 1,110109,SWEENY 1 1,1,Closed,Line,NO,-79.6,0.5,79.6,258.0,31.0,0.15,-3.90
150053,BLUFF DALE 1 1,150083,BLUFF DALE 4 1,1,Closed,Line,NO,79.1,-8.4,79.6,286.4,27.8,0.25,-0.65
110569,CEDAR LANE 3 2,110568,CEDAR LANE 3 1,1,Closed,Transformer,YES,-79.5,3.5,79.5,180.4,44.1,0.13,2.96
230011,CARMINE 1 1,230076,GIDDINGS 4 1,1,Closed,Line,NO,-78.9,10.1,79.5,262.2,30.6,0.52,-0.79
250117,LONG BRANCH 1 1,250137,MOUNT ENTERPRISE 2 1,1,Closed,Line,NO,77.7,-17.1,79.5,294.8,27.0,0.38,0.04
250011,BEN WHEELER 2 1,250327,BEN WHEELER 4 1,1,Closed,Line,NO,78.1,-14.8,79.5,260.8,30.5,0.29,-1.10
110501,FULSHEAR 1 2,110504,FULSHEAR 2 1,1,Closed,Line,NO,72.3,-33.1,79.5,169.8,46.8,0.26,0.51
150026,BOYD 2 1,150043,RHOME 2 1,1,Closed,Line,NO,-79.5,0.6,79.5,296.2,26.9,0.15,0.24
270206,SEGUIN 10 1,270208,SEGUIN 10 3,1,Closed,Transformer,YES,-79.3,-4.1,79.4,438.7,18.1,0.03,1.95
170447,VALLEY VIEW 2 1,170451,GAINESVILLE 4 2,1,Closed,Line,NO,-79.3,-2.4,79.3,244.5,32.6,0.28,-0.20
110504,FULSHEAR 2 1,110814,FULSHEAR 3 1,1,Closed,Line,NO,71.8,-33.6,79.3,167.9,47.3,0.87,2.03
270095,NIXON 2 1,270069,NIXON 1 1,1,Closed,Line,NO,75.7,-23.4,79.3,295.2,26.8,0.28,0.66
150420,RHOME 3 1,150027,RHOME 1 1,1,Closed,Line,NO,79.0,-5.7,79.2,279.6,28.3,0.14,-0.97
120155,HARPER 5 1,120124,HARPER 4 1,1,Closed,Line,NO,78.7,-9.6,79.2,297.1,26.7,0.26,0.67
110550,DEER PARK 7 1,110542,DEER PARK 5 2,1,Closed,Line,NO,-73.0,-30.7,79.2,122.7,65.8,0.83,1.86
111019,WALLISVILLE 2 1,111375,MONT BELVIEU 5 1,1,Closed,Line,NO,-79.1,-2.4,79.2,259.4,30.9,0.91,2.73
240132,HAMLIN 1 1,240125,ANSON 1 1,1,Closed,Line,NO,77.9,-13.7,79.1,277.6,28.5,1.14,1.10
250040,NACOGDOCHES 1 1,250071,WODEN 2 1,1,Closed,Line,NO,77.8,-13.9,79.1,312.3,25.3,0.34,-1.18
140291,ROUND ROCK 15 1,140378,ROUND ROCK 16 1,1,Closed,Line,NO,-77.8,-13.8,79.0,315.9,25.1,0.12,0.45
230209,BRYAN 3 1,230219,BRYAN 6 1,1,Closed,Line,NO,78.5,-9.1,79.0,256.4,30.8,0.13,-0.17
210005,JONESBORO 1 1,210087,HAMILTON 2 1,1,Closed,Line,NO,-78.7,6.1,79.0,322.6,24.6,0.54,1.56
170223,FRISCO 7 2,170222,FRISCO 7 1,1,Closed,Transformer,YES,-78.0,12.1,78.9,242.9,32.5,0.13,3.33
190101,AMARILLO 24 1,190100,AMARILLO 23 1,1,Closed,Line,NO,-78.3,-9.7,78.9,266.0,29.7,0.12,-0.48
260129,MANSFIELD 8 2,260069,MANSFIELD 2 1,2,Closed,Line,NO,77.2,-16.4,78.9,156.7,50.4,0.79,1.67
260129,MANSFIELD 8 2,260069,MANSFIELD 2 1,1,Closed,Line,NO,77.2,-16.4,78.9,156.7,50.4,0.79,1.67
120145,FLORESVILLE 2 1,120197,FLORESVILLE 3 1,1,Closed,Line,NO,78.8,-3.1,78.9,295.7,26.7,0.06,-0.54
160056,TYNAN 2 1,160089,SKIDMORE 3 1,1,Closed,Line,NO,78.4,-8.2,78.9,278.6,28.3,0.88,3.93
130030,BARRY 3 1,130010,BARRY 2 1,1,Closed,Line,NO,76.1,-20.7,78.8,250.0,31.5,0.14,-0.66
120137,POTH 1 1,120145,FLORESVILLE 2 1,1,Closed,Line,NO,78.6,-6.1,78.8,288.3,27.3,0.16,-2.68
230059,CAT SPRING 2 1,230057,BLEIBLERVILLE 3 1,1,Closed,Line,NO,72.9,-29.9,78.8,263.8,29.9,0.21,-1.74
170207,PLANO 4 2,170292,RICHARDSON 15 2,1,Closed,Line,NO,58.7,-52.5,78.7,138.8,57.1,0.60,1.34
240136,ROBY 2 1,240131,ROBY 1 1,1,Closed,Line,NO,78.2,-8.9,78.7,271.5,29.0,0.35,-0.66
160112,TELFERNER 1 1,270087,NURSERY 6 1,1,Closed,Line,NO,77.9,-11.5,78.7,279.8,28.1,0.39,-0.23
170486,GREENVILLE 3 1,170495,GREENVILLE 6 1,1,Closed,Line,NO,-78.4,6.3,78.7,309.7,25.4,0.08,0.07
111054,SPRING 25 2,111053,SPRING 25 1,1,Closed,Transformer,YES,-78.5,5.2,78.7,244.8,32.1,0.08,2.76
170435,LAKE DALLAS 4 2,170434,LAKE DALLAS 4 1,1,Closed,Transformer,YES,-78.1,-9.1,78.6,249.1,31.8,0.10,2.82
110136,PALACIOS 3 1,110089,PALACIOS 1 1,1,Closed,Line,NO,78.1,-9.3,78.6,280.1,28.1,0.25,0.65
170120,PROSPER 3 3,170123,PROSPER 5 1,1,Closed,Line,NO,68.4,-38.7,78.6,136.2,57.7,0.70,1.28
120002,SABINAL 1 1,120511,KNIPPA 4 1,1,Closed,Line,NO,-77.5,12.9,78.6,291.4,27.5,0.43,-6.13
111091,LA MARQUE 3 1,111086,LA MARQUE 1 1,1,Closed,Line,NO,20.2,-76.0,78.6,148.9,53.5,0.44,1.14
260065,MANSFIELD 1 2,260064,MANSFIELD 1 1,1,Closed,Transformer,YES,-78.6,-0.8,78.6,231.2,34.1,0.08,2.74
230018,BURTON 1 1,230228,SOMERVILLE 4 1,1,Closed,Line,NO,76.9,-16.2,78.6,260.5,30.2,0.28,0.74
270066,LEESVILLE 1 1,270069,NIXON 1 1,1,Closed,Line,NO,-74.6,24.4,78.5,294.6,26.7,0.27,0.13
250366,FAIRFIELD 5 1,250368,FAIRFIELD 5 3,1,Closed,Transformer,YES,-78.4,1.0,78.4,454.3,17.3,0.02,1.11
210028,BURNET 1 1,140296,KINGSLAND 3 1,1,Closed,Line,NO,-78.3,4.8,78.4,292.4,26.9,0.10,-1.42
150093,STRAWN 4 1,150069,GORDON 1 1,1,Closed,Line,NO,77.9,-8.9,78.4,280.8,27.9,0.25,-0.08
210324,WHITNEY 4 2,150366,WHITNEY 3 1,1,Closed,Line,NO,78.3,-2.5,78.4,285.1,27.5,0.11,-0.02
150424,MUENSTER 4 1,150040,MUENSTER 2 1,1,Closed,Line,NO,-78.2,4.6,78.4,246.1,31.9,0.04,-0.12
160088,WEESATCHE 2 1,160068,WEESATCHE 1 1,1,Closed,Line,NO,-77.1,13.2,78.3,272.5,28.8,0.36,0.96
150068,MINERAL WELLS 2 1,150388,MINERAL WELLS 7 1,1,Closed,Line,NO,75.7,-19.3,78.2,296.2,26.4,0.21,0.72
210089,PURMELA 2 1,210305,HAMILTON 4 1,1,Closed,Line,NO,-77.9,5.9,78.1,320.4,24.5,0.35,0.46
111346,DEER PARK 14 1,111348,DEER PARK 14 3,1,Closed,Transformer,YES,-77.9,-5.5,78.1,453.8,17.2,0.02,1.58
110318,BELLAIRE 4 2,110317,BELLAIRE 4 1,1,Closed,Transformer,YES,-77.3,11.3,78.1,255.1,30.6,0.10,3.41
210257,BELTON 2 1,210276,TEMPLE 5 2,1,Closed,Line,NO,-77.9,-5.5,78.1,288.3,27.2,0.32,0.73
160155,PORT ARANSAS 2 1,160057,CORPUS CHRISTI 3 1,1,Closed,Line,NO,-76.8,-14.0,78.1,279.4,28.0,0.14,-0.52
140190,PFLUGERVILLE 5 2,140189,PFLUGERVILLE 5 1,1,Closed,Transformer,YES,-76.8,-13.8,78.0,230.1,34.2,0.09,2.52
120388,CONVERSE 4 1,120399,UNIVERSAL CITY 12 2,1,Closed,Line,NO,-7.2,77.7,78.0,121.9,64.0,0.69,1.09
120124,HARPER 4 1,120075,DOSS 1 1,1,Closed,Line,NO,77.3,-10.4,78.0,296.6,26.3,0.38,0.51
110449,LEAGUE CITY 1 1,110480,FRIENDSWOOD 8 1,1,Closed,Line,NO,77.5,-8.3,77.9,310.7,25.1,0.25,0.08
110449,LEAGUE CITY 1 1,110480,FRIENDSWOOD 8 1,2,Closed,Line,NO,77.5,-8.3,77.9,310.7,25.1,0.25,0.08
230117,HEARNE 1 1,230222,BRYAN 8 1,1,Closed,Line,NO,77.9,1.8,77.9,267.3,29.1,0.22,-2.97
210258,BELTON 2 2,210257,BELTON 2 1,1,Closed,Transformer,YES,-77.8,-2.3,77.8,239.6,32.6,0.10,3.26
110317,BELLAIRE 4 1,110338,BELLAIRE 19 1,1,Closed,Line,NO,-77.4,7.9,77.8,281.6,27.7,0.07,-2.23
220141,ODESSA 18 1,220146,ODESSA 18 6,1,Closed,Transformer,YES,-77.7,2.1,77.8,400.2,19.4,0.03,1.36
150413,WEATHERFORD 8 1,150399,ALEDO 5 1,2,Closed,Line,NO,72.8,-27.4,77.8,304.1,25.6,0.07,0.30
150413,WEATHERFORD 8 1,150399,ALEDO 5 1,1,Closed,Line,NO,72.8,-27.4,77.8,304.1,25.6,0.07,0.30
240235,ABILENE 7 2,240234,ABILENE 7 1,1,Closed,Transformer,YES,-77.7,1.4,77.8,370.3,21.0,0.01,0.56
130357,FORNEY 3 1,130361,FORNEY 3 5,1,Closed,Transformer,YES,-77.7,2.2,77.7,445.6,17.4,0.03,1.59
220170,FORSAN 4 1,220171,FORSAN 4 2,1,Closed,Transformer,YES,-77.6,3.6,77.7,342.2,22.7,0.07,2.14
140091,AUSTIN 26 1,140224,AUSTIN 54 1,1,Closed,Line,NO,72.1,-28.8,77.6,280.1,27.7,0.09,-0.62
170004,GAINESVILLE 1 1,170449,COLLINSVILLE 4 1,1,Closed,Line,NO,77.3,-7.4,77.6,230.5,33.7,0.23,0.52
130061,DUNCANVILLE 5 1,130207,DESOTO 5 1,1,Closed,Line,NO,-77.6,2.7,77.6,142.3,54.9,0.44,-0.06
250047,GARRISON 1 1,250070,CUSHING 3 1,1,Closed,Line,NO,77.4,-6.1,77.6,303.2,25.6,0.16,-6.04
260176,GRAND PRAIRIE 23 2,260175,GRAND PRAIRIE 23 1,1,Closed,Transformer,YES,-77.4,5.3,77.6,228.5,34.0,0.10,3.21
140267,TAYLOR 4 2,140289,HUTTO 3 1,1,Closed,Line,NO,76.1,15.4,77.6,289.3,26.8,0.43,1.39
110369,TOMBALL 2 2,110367,TOMBALL 1 1,1,Closed,Line,NO,25.7,-73.2,77.6,128.0,61.3,0.42,1.07
250053,WODEN 1 1,250337,LUFKIN 12 1,1,Closed,Line,NO,74.8,-20.4,77.5,289.9,26.7,0.32,-1.60
110758,KINGWOOD 6 2,110757,KINGWOOD 6 1,1,Closed,Transformer,YES,-77.5,-2.7,77.5,230.7,33.7,0.08,2.56
130042,SEAGOVILLE 1 2,130041,SEAGOVILLE 1 1,1,Closed,Transformer,YES,-77.5,2.2,77.5,122.9,63.1,0.12,2.49
170073,PARIS 2 1,170549,PARIS 7 2,1,Closed,Line,NO,-76.7,11.2,77.5,322.0,24.2,0.16,-1.13
250007,MURCHISON 1 1,250021,EUSTACE 1 1,1,Closed,Line,NO,76.7,-11.0,77.5,287.4,27.0,0.35,-1.12
120085,BERGHEIM 1 1,120166,BERGHEIM 2 1,1,Closed,Line,NO,-77.4,1.7,77.5,309.3,25.1,0.22,0.08
200153,HARLINGEN 4 1,200018,SAN BENITO 2 1,1,Closed,Line,NO,76.0,-15.1,77.4,292.7,26.5,0.09,-0.11
240287,HASKELL 2 2,240286,HASKELL 2 1,1,Closed,Transformer,YES,76.5,-11.1,77.3,348.5,22.2,0.02,1.17
130273,DALLAS 25 1,130279,DALLAS 31 1,2,Closed,Line,NO,-69.4,-34.2,77.3,167.8,46.5,0.37,0.69
130273,DALLAS 25 1,130279,DALLAS 31 1,1,Closed,Line,NO,-69.4,-34.2,77.3,167.8,46.5,0.37,0.69
170506,FORNEY 4 1,130358,FORNEY 3 2,1,Closed,Line,NO,-76.9,-8.1,77.3,335.1,23.1,0.11,0.20
110472,FRIENDSWOOD 4 1,110463,FRIENDSWOOD 3 2,1,Closed,Line,NO,-61.1,47.2,77.2,152.0,50.8,0.26,0.57
140143,CEDAR PARK 7 2,140142,CEDAR PARK 7 1,1,Closed,Transformer,YES,-76.3,-11.8,77.2,280.7,27.8,0.12,3.47
170091,THE COLONY 2 1,170216,LITTLE ELM 2 1,1,Closed,Line,NO,-67.6,37.3,77.2,127.5,60.5,1.53,3.24
190094,AMARILLO 17 1,190103,AMARILLO 26 1,1,Closed,Line,NO,-76.6,9.1,77.1,298.3,26.0,0.05,-2.89
240148,COLEMAN 2 1,240137,GOLDSBORO 1 1,1,Closed,Line,NO,-76.1,12.7,77.1,275.1,28.1,0.45,1.45
160071,MINERAL 1 1,160073,NORMANNA 2 1,1,Closed,Line,NO,-74.0,21.7,77.1,287.4,26.8,0.36,0.97
130300,DALLAS 44 1,130281,DALLAS 32 2,1,Closed,Line,NO,-64.7,41.8,77.0,167.4,46.0,0.39,0.85
130300,DALLAS 44 1,130281,DALLAS 32 2,2,Closed,Line,NO,-64.7,41.8,77.0,167.4,46.0,0.39,0.85
120156,KERRVILLE 6 1,120152,KERRVILLE 4 2,1,Closed,Line,NO,-75.9,12.9,77.0,294.7,26.1,0.12,0.40
130185,MESQUITE 24 1,130291,DALLAS 39 1,1,Closed,Line,NO,-69.0,34.1,77.0,171.4,45.2,0.22,-0.57
130185,MESQUITE 24 1,130291,DALLAS 39 1,2,Closed,Line,NO,-69.0,34.1,77.0,171.4,45.2,0.22,-0.57
150051,DUBLIN 3 1,150491,DESDEMONA 3 1,1,Closed,Line,NO,-76.7,6.6,77.0,301.2,25.7,0.27,-2.37
160022,FULTON 1 1,160257,INGLESIDE 4 2,1,Closed,Line,NO,-76.9,0.7,76.9,297.4,26.1,0.50,-1.84
210168,KILLEEN 2 1,210172,KILLEEN 3 2,1,Closed,Line,NO,-74.8,17.5,76.8,297.7,25.8,0.07,0.18
220084,GARDENDALE 3 1,220118,GOLDSMITH 3 1,1,Closed,Line,NO,-76.8,-1.9,76.8,312.0,24.7,0.37,-4.74
200115,BROWNSVILLE 12 1,200155,BROWNSVILLE 15 1,1,Closed,Line,NO,-74.3,-19.1,76.8,296.6,26.0,0.15,0.46
150383,STEPHENVILLE 7 1,150087,STEPHENVILLE 4 1,1,Closed,Line,NO,75.6,-13.0,76.7,287.1,26.7,0.10,-1.65
150083,BLUFF DALE 4 1,150537,WALNUT SPRINGS 3 1,1,Closed,Line,NO,76.3,-7.8,76.7,268.8,28.5,0.43,-2.43
111167,SUGAR LAND 73 1,111174,SUGAR LAND 76 1,1,Closed,Line,NO,76.0,-10.5,76.7,292.8,26.2,0.14,-0.34
110906,STAFFORD 12 1,110911,BELLAIRE 24 1,1,Closed,Line,NO,45.3,61.9,76.7,129.5,59.2,0.55,0.95
120327,SAN ANTONIO 31 2,120333,SAN ANTONIO 33 1,1,Closed,Line,NO,76.6,2.4,76.7,155.5,49.3,0.35,0.70
220110,MIDLAND 23 1,220103,MIDLAND 16 1,1,Closed,Line,NO,-75.7,12.5,76.7,308.2,24.9,0.03,-0.25
170566,AUBREY 6 1,170145,LITTLE ELM 1 1,1,Closed,Line,NO,76.7,0.6,76.7,286.9,26.7,0.14,-0.83
170566,AUBREY 6 1,170556,DENTON 10 1,1,Closed,Line,NO,-76.7,-0.6,76.7,286.9,26.8,0.29,0.75
140334,HORSESHOE BAY 5 1,140337,HORSESHOE BAY 5 4,1,Closed,Transformer,YES,-71.3,28.1,76.7,446.7,17.2,0.02,1.44
110966,HOCKLEY 6 1,110153,HOCKLEY 2 1,1,Closed,Line,NO,-76.5,4.2,76.7,273.7,28.1,0.21,0.58
130281,DALLAS 32 2,130282,DALLAS 33 1,1,Closed,Line,NO,59.5,-48.3,76.6,162.4,47.4,0.82,1.62
140078,AUSTIN 16 1,140349,AUSTIN 56 1,1,Closed,Line,NO,-59.9,-47.7,76.6,301.0,25.5,0.12,-0.01
170237,LEWISVILLE 1 1,260113,LAKE DALLAS 5 1,1,Closed,Line,NO,-76.0,-9.2,76.6,264.6,29.0,0.24,0.26
140182,ROUND ROCK 3 1,140187,ROUND ROCK 4 3,1,Closed,Line,NO,-74.8,-16.2,76.6,158.1,48.9,0.46,1.02
110241,KATY 38 1,110267,KATY 60 1,1,Closed,Line,NO,16.5,-74.8,76.6,101.0,76.2,0.19,0.42
190043,SPUR 1 1,190045,DICKENS 1 1,1,Closed,Line,NO,76.1,-8.4,76.6,262.4,29.2,0.60,0.54
140047,MARBLE FALLS 4 1,210028,BURNET 1 1,1,Closed,Line,NO,-76.5,1.8,76.5,290.8,26.5,0.32,-3.26
190138,MOBEETIE 1 1,190139,MOBEETIE 1 2,1,Closed,Transformer,YES,-76.4,5.1,76.5,427.5,17.9,0.03,1.22
250143,TATUM 1 1,250313,TATUM 3 1,1,Closed,Line,NO,-74.9,15.6,76.5,283.0,27.1,0.24,0.39
250143,TATUM 1 1,250227,TATUM 2 1,1,Closed,Line,NO,74.9,-15.6,76.5,282.9,27.0,0.15,-0.31
260029,CEDAR HILL 1 1,260085,CEDAR HILL 3 2,1,Closed,Line,NO,-76.5,1.0,76.5,136.7,56.5,0.71,1.23
170138,CELINA 3 2,170137,CELINA 3 1,1,Closed,Transformer,YES,-76.2,7.0,76.5,181.2,42.2,0.10,2.91
110123,HUNGERFORD 2 1,110013,HUNGERFORD 1 1,1,Closed,Line,NO,-74.4,-17.7,76.5,278.3,27.5,0.17,-0.10
110751,HUFFMAN 2 2,110750,HUFFMAN 2 1,1,Closed,Transformer,YES,-76.3,5.3,76.5,246.9,31.0,0.11,3.31
180125,GRULLA 2 2,200078,GRULLA 3 1,1,Closed,Line,NO,74.1,-18.9,76.5,302.4,25.3,0.28,-0.15
160019,CORPUS CHRISTI 1 1,160180,PORTLAND 2 1,1,Closed,Line,NO,-76.0,8.1,76.5,346.8,22.2,0.19,-2.32
170485,GREENVILLE 2 1,170494,GREENVILLE 5 1,1,Closed,Line,NO,76.3,4.4,76.4,297.3,25.7,0.02,0.01
140372,WEST POINT 3 1,140374,WEST POINT 3 3,1,Closed,Transformer,YES,-75.9,-9.0,76.4,375.3,20.4,0.02,0.99
270169,NEW BRAUNFELS 3 2,270168,NEW BRAUNFELS 3 1,1,Closed,Transformer,YES,-74.8,-15.3,76.4,186.9,41.2,0.07,2.23
210144,HEWITT 3 1,210306,GATESVILLE 7 1,1,Closed,Line,NO,-24.5,-72.3,76.4,1131.7,6.7,0.04,-42.91
160042,BEN BOLT 2 1,160017,AGUA DULCE 1 1,1,Closed,Line,NO,75.5,-11.4,76.4,273.0,28.0,0.22,-4.11
120261,LACKLAND A F B 7 2,120260,LACKLAND A F B 7 1,1,Closed,Transformer,YES,-76.1,-6.5,76.3,188.9,40.7,0.13,3.17
120381,SAN ANTONIO 47 2,120380,SAN ANTONIO 47 1,1,Closed,Transformer,YES,-76.3,-0.2,76.3,284.8,26.8,0.07,2.39
111086,LA MARQUE 1 1,111095,TEXAS CITY 5 1,1,Closed,Line,NO,39.2,-65.5,76.3,146.4,53.2,1.13,2.53
110735,NEEDVILLE 3 1,110729,GUY 1 1,1,Closed,Line,NO,-73.6,19.9,76.3,280.3,27.3,0.38,0.93
150382,GRANBURY 3 1,150394,GRANBURY 4 1,1,Closed,Line,NO,76.2,-1.1,76.2,264.8,28.8,0.34,-0.33
250072,NACOGDOCHES 3 1,250049,GARRISON 2 1,1,Closed,Line,NO,-74.8,14.7,76.2,281.3,27.2,0.25,-0.25
130176,MESQUITE 16 2,130175,MESQUITE 16 1,1,Closed,Transformer,YES,-74.4,16.3,76.2,201.9,37.7,0.12,3.52
110753,KINGWOOD 3 1,111072,HUMBLE 12 1,1,Closed,Line,NO,-75.3,11.7,76.2,271.5,28.2,0.38,0.70
110776,HOUSTON 26 1,110782,SOUTH HOUSTON 2 2,1,Closed,Line,NO,-51.5,56.1,76.2,134.9,56.5,1.07,2.13
170238,LEWISVILLE 1 2,170237,LEWISVILLE 1 1,1,Closed,Transformer,YES,-75.9,-5.9,76.2,210.4,36.4,0.10,3.33
160076,MEYERSVILLE 2 1,160088,WEESATCHE 2 1,1,Closed,Line,NO,-75.2,11.9,76.2,271.1,28.3,0.19,-1.60
250116,LANEVILLE 1 1,250201,HENDERSON 4 1,1,Closed,Line,NO,-74.6,15.1,76.1,307.4,24.9,0.30,-0.64
210115,MART 1 1,260008,MALONE 1 1,1,Closed,Line,NO,76.0,-2.1,76.0,290.1,26.2,0.64,1.17
200053,OLMITO 4 1,200047,RIO HONDO 2 1,1,Closed,Line,NO,-70.7,27.9,76.0,331.4,22.9,0.23,0.54
220150,IRAAN 3 1,220151,IRAAN 3 2,1,Closed,Transformer,YES,-71.1,-26.9,76.0,336.2,22.8,0.05,1.72
170025,ROYSE CITY 1 1,170148,ROYSE CITY 2 1,1,Closed,Line,NO,71.1,-26.7,76.0,285.7,26.6,0.21,-0.04
140212,AUSTIN 53 2,140204,AUSTIN 50 1,1,Closed,Line,NO,15.7,-74.3,75.9,155.1,49.5,0.49,1.02
190085,AMARILLO 12 2,190090,CANYON 5 1,1,Closed,Line,NO,75.8,-4.3,75.9,265.6,28.6,0.31,1.08
110399,BAYTOWN 5 1,110405,BAYTOWN 7 2,1,Closed,Line,NO,-74.6,-13.8,75.9,149.4,51.2,0.40,0.76
120337,SAN ANTONIO 35 2,120336,SAN ANTONIO 35 1,1,Closed,Transformer,YES,-75.9,2.1,75.9,192.7,39.4,0.10,2.39
270004,JOHNSON CITY 2 1,270073,JOHNSON CITY 4 1,1,Closed,Line,NO,75.3,-8.8,75.8,292.6,25.9,0.12,0.25
150008,KOPPERL 1 1,150537,WALNUT SPRINGS 3 1,1,Closed,Line,NO,-75.6,5.3,75.7,269.7,28.2,0.33,-0.12
170370,GARLAND 45 1,170420,GARLAND 81 1,1,Closed,Line,NO,-56.9,50.0,75.7,127.6,59.4,0.06,0.07
240116,COLORADO CITY 1 1,240117,COLORADO CITY 2 1,1,Closed,Line,NO,-74.1,15.6,75.7,312.7,24.4,0.34,-1.42
160123,PORT LAVACA 3 1,160165,TIVOLI 3 1,1,Closed,Line,NO,-75.4,5.0,75.6,324.6,23.4,0.21,-2.41
130105,DALLAS 19 2,130108,DALLAS 20 1,1,Closed,Line,NO,72.0,-22.8,75.5,168.9,44.7,0.58,1.49
130105,DALLAS 19 2,130108,DALLAS 20 1,2,Closed,Line,NO,72.0,-22.8,75.5,168.9,44.7,0.58,1.49
150298,FORT WORTH 19 2,150243,HALTOM CITY 9 1,2,Closed,Line,NO,73.1,-18.8,75.5,157.5,47.9,0.84,1.48
150298,FORT WORTH 19 2,150243,HALTOM CITY 9 1,1,Closed,Line,NO,73.1,-18.8,75.5,157.5,47.9,0.84,1.48
190105,FLUVANNA 1 2,190158,FLUVANNA 3 1,1,Closed,Line,NO,-75.3,-5.1,75.5,303.0,24.9,0.07,0.13
260030,GRAND PRAIRIE 4 1,260046,GRAND PRAIRIE 12 1,1,Closed,Line,NO,74.0,-13.9,75.3,133.9,56.2,0.55,1.25
120143,FALLS CITY 2 1,120020,FALLS CITY 1 1,1,Closed,Line,NO,-73.6,15.4,75.2,255.0,29.6,0.45,0.61
120388,CONVERSE 4 1,120397,CONVERSE 8 2,1,Closed,Line,NO,-1.5,75.2,75.2,113.0,66.6,0.63,1.55
220168,FORSAN 3 1,240117,COLORADO CITY 2 1,1,Closed,Line,NO,71.7,-22.7,75.2,312.2,24.1,0.21,-10.97
110710,HOUSTON 19 1,110695,HOUSTON 10 1,1,Closed,Line,NO,63.6,39.9,75.1,269.4,27.9,0.08,0.10
260166,ARGYLE 5 1,150322,ROANOKE 4 1,1,Closed,Line,NO,64.2,-38.9,75.1,149.7,50.5,1.42,3.14
130080,MESQUITE 2 1,170013,TERRELL 1 1,1,Closed,Line,NO,-74.5,9.1,75.0,263.9,28.7,0.81,0.98
230037,SEALY 6 1,230040,BELLVILLE 1 1,1,Closed,Line,NO,-74.4,-9.3,75.0,258.4,29.0,0.13,-1.14
130142,DUNCANVILLE 12 2,130141,DUNCANVILLE 12 1,1,Closed,Transformer,YES,-73.8,-13.3,75.0,224.7,33.7,0.11,3.32
111346,DEER PARK 14 1,111349,DEER PARK 14 4,1,Closed,Transformer,YES,-74.4,-9.2,75.0,452.9,16.6,0.02,0.99
110636,SUGAR LAND 29 2,110635,SUGAR LAND 29 1,1,Closed,Transformer,YES,-67.3,33.0,75.0,215.8,34.7,0.11,3.00
160069,MEYERSVILLE 1 1,160076,MEYERSVILLE 2 1,1,Closed,Line,NO,-74.0,12.2,75.0,270.4,27.8,0.16,-0.05
