Bus
Number,Substation Latitude,Substation Longitude,Area Num,Sub Name,Name,Area Name,Nom kV,PU Volt,Volt (kV),Angle (Deg),Load MW,Load Mvar,Gen MW,Sub Num,Gen Mvar,Switched Shunts Mvar,Act G Shunt MW,Act B Shunt Mvar,Zone Num
140258,30.5372000,-97.4502000,6,TAYLOR 2,TAYLOR 2 3,South Central,13.80,1.02217,14.106,-4.26,,,,1777,,,0.00,0.00,1
111285,28.9914000,-95.4075000,7,CLUTE 5,CLUTE 5 2,Coast,138.00,1.03455,142.768,-12.58,,,,849,,,0.00,0.00,1
110642,29.5700000,-95.6399000,7,SUGAR LAND 35,SUGAR LAND 35 1,Coast,69.00,1.03391,71.340,-23.27,1.65,0.38,,459,,,0.00,0.00,1
110321,29.6924000,-95.4736000,7,BELLAIRE 7,BELLAIRE 7 1,Coast,69.00,0.99264,68.492,-25.81,38.40,11.80,,212,,,0.00,0.00,1
111284,28.9914000,-95.4075000,7,CLUTE 5,CLUTE 5 1,Coast,345.00,1.03840,358.249,-9.72,,,,849,,66.70,0.00,0.00,1
140252,30.5437000,-97.7503000,6,CEDAR PARK 21,CEDAR PARK 21 1,South Central,69.00,0.99931,68.953,-7.95,31.10,3.01,,1773,,,0.00,0.00,1
110641,29.5471000,-95.6783000,7,SUGAR LAND 34,SUGAR LAND 34 1,Coast,69.00,1.02133,70.472,-21.16,6.10,0.38,,458,,,0.00,0.00,1
140250,30.6274000,-97.8899000,6,LEANDER 7,LEANDER 7 1,South Central,69.00,1.00986,69.680,-7.30,2.94,1.05,,1771,,,0.00,0.00,1
140248,30.4908000,-97.8362000,6,CEDAR PARK 20,CEDAR PARK 20 2,South Central,69.00,1.00104,69.072,-7.62,30.90,4.80,,1769,,,0.00,0.00,1
110640,29.5591000,-95.6767000,7,SUGAR LAND 33,SUGAR LAND 33 1,Coast,69.00,1.02200,70.518,-21.51,3.76,1.13,,457,,,0.00,0.00,1
110320,29.7357000,-95.5124000,7,BELLAIRE 6,BELLAIRE 6 1,Coast,69.00,1.00836,69.577,-25.87,37.30,12.60,,211,,,0.00,0.00,1
110160,29.7629000,-96.2186000,7,SEALY 4,SEALY 4 1,Coast,345.00,1.03862,358.325,-11.58,,,,72,,49.43,0.00,0.00,1
110080,29.0511000,-96.1936000,7,DANEVANG 2,DANEVANG 2 4,Coast,1.000,1.02176,1.022,-8.02,,,,20,,,0.00,0.00,1
110040,29.4370000,-96.4084000,7,NADA 1,NADA 1 4,Coast,1.000,1.03246,1.032,-7.93,,,,10,,,0.00,0.00,1
110020,29.5208000,-96.0832000,7,EAST BERNARD 1,EAST BERNARD 1 4,Coast,1.000,1.02644,1.026,-16.74,,,,5,,,0.00,0.00,1
110010,28.7913000,-95.9500000,7,MATAGORDA 1,MATAGORDA 1 2,Coast,13.80,1.02860,14.195,-3.56,,,,3,,,0.00,0.00,1
110005,29.2786000,-95.9966000,7,LANE CITY 1,LANE CITY 1 1,Coast,138.00,1.02186,141.016,-11.38,79.70,38.66,,2,,,0.00,0.00,1
140246,30.5024000,-97.8110000,6,CEDAR PARK 19,CEDAR PARK 19 1,South Central,69.00,0.99841,68.891,-7.87,24.10,7.10,,1768,,,0.00,0.00,1
111279,29.3787000,-94.9438000,7,TEXAS CITY 7,TEXAS CITY 7 1,Coast,345.00,1.03734,357.881,-15.51,,,,848,,,0.00,0.00,1
110639,29.5849000,-95.6533000,7,SUGAR LAND 32,SUGAR LAND 32 1,Coast,69.00,1.03568,71.462,-22.77,2.34,0.30,,456,,,0.00,0.00,1
111278,29.7198000,-95.2706000,7,GALENA PARK 20,GALENA PARK 20 2,Coast,13.80,1.01484,14.005,-28.12,,,,847,,,0.00,0.00,1
111277,29.7198000,-95.2706000,7,GALENA PARK 20,GALENA PARK 20 1,Coast,69.00,1.01484,70.024,-28.12,,,,847,,,0.00,0.00,1
110638,29.5951000,-95.6192000,7,SUGAR LAND 31,SUGAR LAND 31 1,Coast,69.00,1.03339,71.304,-22.19,5.30,1.65,,455,,,0.00,0.00,1
110319,29.6835000,-95.5023000,7,BELLAIRE 5,BELLAIRE 5 1,Coast,69.00,0.99337,68.542,-25.28,34.90,11.20,,210,,,0.00,0.00,1
140238,30.5720000,-97.8700000,6,LEANDER 6,LEANDER 6 2,South Central,69.00,1.00575,69.397,-7.10,22.50,7.90,,1762,,,0.00,0.00,1
140236,30.5992000,-97.8409000,6,LEANDER 5,LEANDER 5 1,South Central,69.00,1.00740,69.511,-7.27,14.10,4.25,,1761,,,0.00,0.00,1
110637,29.5951000,-95.6351000,7,SUGAR LAND 30,SUGAR LAND 30 1,Coast,69.00,1.03322,71.292,-21.60,2.34,0.53,,454,,,0.00,0.00,1
140234,30.4654000,-97.8211000,6,CEDAR PARK 12,CEDAR PARK 12 1,South Central,69.00,1.00044,69.031,-9.06,24.60,1.43,,1759,,,0.00,0.00,1
140232,30.5248000,-97.8491000,6,CEDAR PARK 10,CEDAR PARK 10 2,South Central,69.00,1.00126,69.087,-7.65,26.60,0.38,,1757,,,0.00,0.00,1
110636,29.5969000,-95.6457000,7,SUGAR LAND 29,SUGAR LAND 29 2,Coast,69.00,1.03175,71.190,-21.02,5.60,1.28,,453,,,0.00,0.00,1
110318,29.7440000,-95.4347000,7,BELLAIRE 4,BELLAIRE 4 2,Coast,69.00,0.99111,68.386,-26.68,43.70,4.50,,209,,,0.00,0.00,1
110159,29.7843000,-96.1440000,7,SEALY 3,SEALY 3 1,Coast,138.00,1.03503,142.834,-16.72,2.79,0.98,,71,,,0.00,0.00,1
140230,30.5084000,-97.7356000,6,ROUND ROCK 8,ROUND ROCK 8 4,South Central,1.000,0.99884,0.999,-6.78,,,,1756,,,0.00,0.00,1
140228,30.5084000,-97.7356000,6,ROUND ROCK 8,ROUND ROCK 8 2,South Central,69.00,0.98828,68.192,-8.71,34.00,4.07,,1756,,,0.00,0.00,1
110635,29.5969000,-95.6457000,7,SUGAR LAND 29,SUGAR LAND 29 1,Coast,138.00,1.01553,140.143,-18.89,,,,453,,,0.00,0.00,1
140226,30.1578000,-97.8599000,6,MANCHACA 11,MANCHACA 11 1,South Central,69.00,1.01158,69.799,-7.53,11.30,3.54,,1755,,,0.00,0.00,1
111269,29.8162000,-95.1077000,7,CHANNELVIEW 13,CHANNELVIEW 13 1,Coast,345.00,1.03700,357.765,-15.16,,,,846,,,0.00,0.00,1
110634,29.6020000,-95.6585000,7,SUGAR LAND 28,SUGAR LAND 28 1,Coast,69.00,1.03706,71.557,-22.87,4.90,1.05,,452,,61.90,0.00,0.00,1
110317,29.7440000,-95.4347000,7,BELLAIRE 4,BELLAIRE 4 1,Coast,138.00,0.98704,136.211,-24.18,,,,209,,,0.00,0.00,1
140222,30.2366000,-97.8981000,6,MANCHACA 10,MANCHACA 10 3,South Central,13.80,1.01122,13.955,-7.59,,,,1753,,,0.00,0.00,1
140220,30.2366000,-97.8981000,6,MANCHACA 10,MANCHACA 10 1,South Central,138.00,1.01464,140.020,-6.26,,,,1753,,,0.00,0.00,1
110633,29.5856000,-95.6862000,7,SUGAR LAND 27,SUGAR LAND 27 1,Coast,69.00,1.03541,71.443,-22.51,3.46,0.83,,451,,31.96,0.00,0.00,1
140218,30.1928000,-97.9083000,6,MANCHACA 9,MANCHACA 9 1,South Central,69.00,1.01217,69.840,-8.58,22.20,2.94,,1751,,,0.00,0.00,1
111265,29.7232000,-95.1289000,7,DEER PARK 13,DEER PARK 13 1,Coast,138.00,1.03089,142.264,-23.12,,,,845,,,0.00,0.00,1
110632,29.5989000,-95.6802000,7,SUGAR LAND 26,SUGAR LAND 26 1,Coast,69.00,1.01757,70.212,-22.15,4.25,1.05,,450,,,0.00,0.00,1
110316,29.6853000,-95.4373000,7,BELLAIRE 3,BELLAIRE 3 1,Coast,69.00,0.99582,68.711,-26.48,16.20,2.79,,208,,,0.00,0.00,1
110158,29.7928000,-95.8293000,7,KATY 1,KATY 1 1,Coast,138.00,1.02350,141.243,-20.97,2.86,0.75,,70,,,0.00,0.00,1
110079,29.0511000,-96.1936000,7,DANEVANG 2,DANEVANG 2 3,Coast,18.00,1.02176,18.392,-8.02,,,,20,,,0.00,0.00,1
111264,29.6981000,-95.2547000,7,GALENA PARK 19,GALENA PARK 19 2,Coast,13.80,1.01455,14.001,-27.49,,,0.00,844,0.00,,0.00,0.00,1
111263,29.6981000,-95.2547000,7,GALENA PARK 19,GALENA PARK 19 1,Coast,69.00,1.01455,70.004,-27.49,7.30,1.95,,844,,,0.00,0.00,1
110631,29.6129000,-95.6208000,7,SUGAR LAND 25,SUGAR LAND 25 1,Coast,69.00,1.02765,70.908,-22.90,3.80,1.28,,449,,,0.00,0.00,1
111262,29.3762000,-94.9465000,7,TEXAS CITY 6,TEXAS CITY 6 2,Coast,13.80,1.01869,14.058,-21.79,,,0.00,843,0.00,,0.00,0.00,1
111261,29.3762000,-94.9465000,7,TEXAS CITY 6,TEXAS CITY 6 1,Coast,138.00,1.01869,140.580,-21.79,,,,843,,,0.00,0.00,1
110630,29.6077000,-95.6327000,7,SUGAR LAND 24,SUGAR LAND 24 1,Coast,69.00,1.03229,71.228,-22.91,4.50,1.43,,448,,,0.00,0.00,1
110315,29.7408000,-95.4139000,7,HOUSTON 4,HOUSTON 4 1,Coast,69.00,0.99150,68.414,-27.46,35.00,6.90,,207,,,0.00,0.00,1
140206,30.2113000,-97.8510000,6,MANCHACA 4,MANCHACA 4 2,South Central,69.00,1.02246,70.550,-9.18,30.00,4.25,,1742,,,0.00,0.00,1
111259,29.2639000,-95.8997000,7,BOLING 1,BOLING 1 1,Coast,138.00,1.02260,141.118,-12.47,,,,842,,,0.00,0.00,1
110629,29.6218000,-95.6264000,7,SUGAR LAND 23,SUGAR LAND 23 1,Coast,69.00,1.02407,70.661,-22.89,0.54,0.06,,447,,,0.00,0.00,1
111258,29.7211000,-95.3954000,7,HOUSTON 49,HOUSTON 49 4,Coast,1.000,0.99283,0.993,-27.77,,,,841,,,0.00,0.00,1
111257,29.7211000,-95.3954000,7,HOUSTON 49,HOUSTON 49 3,Coast,13.80,0.99283,13.701,-27.77,,,,841,,,0.00,0.00,1
110628,29.6445000,-95.6531000,7,SUGAR LAND 22,SUGAR LAND 22 1,Coast,69.00,1.01985,70.370,-22.79,5.70,1.88,,446,,,0.00,0.00,1
110314,29.6833000,-95.4301000,7,BELLAIRE 2,BELLAIRE 2 1,Coast,69.00,0.99589,68.717,-26.54,28.10,9.20,,206,,,0.00,0.00,1
110157,29.6168000,-96.0683000,7,WALLIS 1,WALLIS 1 1,Coast,138.00,1.02375,141.278,-15.88,6.30,0.68,,69,,,0.00,0.00,1
111256,29.7211000,-95.3954000,7,HOUSTON 49,HOUSTON 49 2,Coast,13.80,0.99283,13.701,-27.77,,,,841,,,0.00,0.00,1
111255,29.7211000,-95.3954000,7,HOUSTON 49,HOUSTON 49 1,Coast,69.00,0.99283,68.505,-27.77,15.50,18.30,,841,,,0.00,0.00,1
110627,29.6233000,-95.6844000,7,SUGAR LAND 21,SUGAR LAND 21 1,Coast,69.00,1.01736,70.198,-22.45,4.80,0.90,,445,,,0.00,0.00,1
140194,30.4287000,-97.6788000,6,ROUND ROCK 6,ROUND ROCK 6 1,South Central,138.00,1.00810,139.117,-5.99,,,,1735,,,0.00,0.00,1
140192,30.4199000,-97.5055000,6,MANOR 6,MANOR 6 1,South Central,69.00,1.00823,69.568,-6.94,4.16,0.68,,1733,,,0.00,0.00,1
110626,29.5699000,-95.6017000,7,SUGAR LAND 20,SUGAR LAND 20 1,Coast,69.00,1.02249,70.552,-22.62,1.42,0.38,,444,,,0.00,0.00,1
110313,29.7154000,-95.4140000,7,BELLAIRE 1,BELLAIRE 1 1,Coast,69.00,0.99476,68.638,-27.59,37.90,12.50,,205,,,0.00,0.00,1
140190,30.4031000,-97.6450000,6,PFLUGERVILLE 5,PFLUGERVILLE 5 2,South Central,69.00,1.00551,69.380,-6.91,54.50,11.10,,1731,,,0.00,0.00,1
140188,30.4350000,-97.6813000,6,ROUND ROCK 5,ROUND ROCK 5 1,South Central,69.00,0.99278,68.502,-8.33,45.80,20.90,,1730,,,0.00,0.00,1
110625,29.6386000,-95.6722000,7,SUGAR LAND 19,SUGAR LAND 19 1,Coast,69.00,1.01670,70.152,-22.55,6.80,1.80,,443,,,0.00,0.00,1
111250,29.7314000,-95.0839000,7,DEER PARK 12,DEER PARK 12 1,Coast,138.00,1.03432,142.736,-22.69,,,,840,,,0.00,0.00,1
111249,29.7592000,-95.0096000,7,BAYTOWN 12,BAYTOWN 12 5,Coast,13.80,1.02088,14.088,-22.85,,,0.00,839,0.00,,0.00,0.00,1
110624,29.5863000,-95.6127000,7,SUGAR LAND 18,SUGAR LAND 18 1,Coast,69.00,1.03226,71.226,-22.59,2.26,0.53,,442,,,0.00,0.00,1
110312,30.1740000,-95.2764000,7,PORTER 5,PORTER 5 1,Coast,69.00,1.01274,69.879,-26.63,2.49,0.68,,204,,,0.00,0.00,1
110156,29.7444000,-96.0428000,7,PATTISON 2,PATTISON 2 1,Coast,138.00,1.03045,142.202,-16.75,4.60,0.75,,68,,,0.00,0.00,1
110078,29.0511000,-96.1936000,7,DANEVANG 2,DANEVANG 2 2,Coast,18.00,1.02176,18.392,-8.02,,,,20,,,0.00,0.00,1
110039,29.4370000,-96.4084000,7,NADA 1,NADA 1 3,Coast,13.80,1.03246,14.248,-7.93,,,,10,,,0.00,0.00,1
111248,29.7592000,-95.0096000,7,BAYTOWN 12,BAYTOWN 12 4,Coast,13.80,1.02088,14.088,-22.85,,,0.00,839,0.00,,0.00,0.00,1
140180,30.2774000,-98.0668000,6,DRIPPING SPRINGS 7,DRIPPING SPRINGS 7 1,South Central,69.00,1.01405,69.970,-7.18,11.40,3.46,,1725,,,0.00,0.00,1
110623,29.5949000,-95.6924000,7,SUGAR LAND 17,SUGAR LAND 17 1,Coast,69.00,1.01805,70.245,-21.97,6.50,1.65,,441,,,0.00,0.00,1
140178,30.3189000,-98.1315000,6,DRIPPING SPRINGS 5,DRIPPING SPRINGS 5 1,South Central,69.00,1.02559,70.766,-8.45,1.11,0.38,,1723,,,0.00,0.00,1
111245,29.7592000,-95.0096000,7,BAYTOWN 12,BAYTOWN 12 1,Coast,138.00,1.02088,140.881,-22.85,92.10,25.63,,839,,,0.00,0.00,1
110622,29.5572000,-95.6343000,7,SUGAR LAND 16,SUGAR LAND 16 1,Coast,69.00,1.03513,71.424,-23.36,0.74,0.26,,440,,,0.00,0.00,1
110311,30.1137000,-95.2381000,7,PORTER 4,PORTER 4 1,Coast,69.00,1.02457,70.696,-27.89,11.10,3.46,,203,,,0.00,0.00,1
111244,29.7535000,-94.9973000,7,BAYTOWN 11,BAYTOWN 11 5,Coast,13.80,1.01890,14.061,-22.62,,,0.00,838,0.00,,0.00,0.00,1
111243,29.7535000,-94.9973000,7,BAYTOWN 11,BAYTOWN 11 4,Coast,18.00,1.01890,18.340,-22.62,,,0.00,838,0.00,,0.00,0.00,1
110621,29.5835000,-95.6584000,7,SUGAR LAND 15,SUGAR LAND 15 1,Coast,69.00,1.03372,71.327,-22.61,5.70,1.50,,439,,,0.00,0.00,1
111242,29.7535000,-94.9973000,7,BAYTOWN 11,BAYTOWN 11 3,Coast,13.80,1.01890,14.061,-22.62,,,0.00,838,0.00,,0.00,0.00,1
111241,29.7535000,-94.9973000,7,BAYTOWN 11,BAYTOWN 11 2,Coast,18.00,1.01890,18.340,-22.62,,,0.00,838,0.00,,0.00,0.00,1
110620,29.6463000,-95.6723000,7,SUGAR LAND 14,SUGAR LAND 14 1,Coast,69.00,1.01755,70.211,-22.58,2.71,0.83,,438,,,0.00,0.00,1
110310,30.1386000,-95.2213000,7,NEW CANEY 4,NEW CANEY 4 2,Coast,69.00,1.01872,70.292,-26.84,23.80,5.00,,202,,,0.00,0.00,1
110155,29.9893000,-95.9296000,7,WALLER 2,WALLER 2 1,Coast,138.00,1.03076,142.245,-13.45,4.90,1.73,,67,,38.89,0.00,0.00,1
111240,29.7535000,-94.9973000,7,BAYTOWN 11,BAYTOWN 11 1,Coast,138.00,1.01890,140.608,-22.62,,,,838,,,0.00,0.00,1
111239,29.2559000,-95.2103000,7,LIVERPOOL 5,LIVERPOOL 5 5,Coast,1.000,1.03815,1.038,-13.15,,,,837,,,0.00,0.00,1
110619,29.5064000,-95.6215000,7,THOMPSONS 1,THOMPSONS 1 1,Coast,69.00,1.03141,71.168,-21.38,0.93,0.22,,437,,22.77,0.00,0.00,1
111238,29.2559000,-95.2103000,7,LIVERPOOL 5,LIVERPOOL 5 4,Coast,22.00,1.03815,22.839,-13.15,,,,837,,,0.00,0.00,1
140160,30.3488000,-97.4900000,6,MANOR 3,MANOR 3 1,South Central,69.00,1.01250,69.863,-6.67,1.10,0.30,,1709,,,0.00,0.00,1
110618,29.5795000,-95.6325000,7,SUGAR LAND 13,SUGAR LAND 13 1,Coast,69.00,1.02015,70.390,-22.74,3.24,0.60,,436,,,0.00,0.00,1
110309,30.1386000,-95.2213000,7,NEW CANEY 4,NEW CANEY 4 1,Coast,138.00,1.01159,139.599,-25.61,,,,202,,,0.00,0.00,1
111236,29.2559000,-95.2103000,7,LIVERPOOL 5,LIVERPOOL 5 2,Coast,138.00,1.01681,140.320,-19.82,,,,837,,,0.00,0.00,1
111235,29.2559000,-95.2103000,7,LIVERPOOL 5,LIVERPOOL 5 1,Coast,345.00,1.03230,356.144,-13.66,,,,837,,,0.00,0.00,1
110617,29.6328000,-95.6335000,7,SUGAR LAND 12,SUGAR LAND 12 1,Coast,69.00,1.01478,70.019,-23.19,3.54,0.45,,435,,,0.00,0.00,1
140154,30.3357000,-97.7313000,6,AUSTIN 47,AUSTIN 47 1,South Central,69.00,1.00287,69.198,-9.05,17.90,4.60,,1706,,,0.00,0.00,1
140152,30.3499000,-97.6959000,6,AUSTIN 45,AUSTIN 45 2,South Central,69.00,1.00348,69.240,-9.15,29.80,10.80,,1704,,,0.00,0.00,1
110616,29.5527000,-95.6647000,7,SUGAR LAND 11,SUGAR LAND 11 1,Coast,69.00,1.03088,71.131,-23.13,5.40,1.65,,434,,,0.00,0.00,1
110308,30.3289000,-95.1671000,7,SPLENDORA 5,SPLENDORA 5 1,Coast,69.00,1.02201,70.518,-25.31,5.00,0.45,,201,,,0.00,0.00,1
110154,30.0384000,-95.9381000,7,WALLER 1,WALLER 1 1,Coast,138.00,1.03265,142.506,-12.47,5.70,1.73,,66,,,0.00,0.00,1
110077,29.0511000,-96.1936000,7,DANEVANG 2,DANEVANG 2 1,Coast,138.00,1.02176,141.003,-8.02,2.41,0.45,,20,,,0.00,0.00,1
140150,30.3728000,-97.7971000,6,AUSTIN 44,AUSTIN 44 1,South Central,69.00,1.00583,69.402,-9.85,26.70,6.40,,1703,,,0.00,0.00,1
140148,30.3928000,-97.7281000,6,AUSTIN 43,AUSTIN 43 1,South Central,69.00,1.00191,69.132,-8.00,37.70,3.69,,1701,,,0.00,0.00,1
110615,29.5568000,-95.6194000,7,SUGAR LAND 10,SUGAR LAND 10 1,Coast,69.00,1.03272,71.258,-23.23,6.40,1.88,,433,,,0.00,0.00,1
111230,29.6226000,-95.0458000,7,SEABROOK 8,SEABROOK 8 1,Coast,138.00,1.03329,142.594,-22.63,,,,836,,,0.00,0.00,1
111229,29.8247000,-94.9197000,7,MONT BELVIEU 4,MONT BELVIEU 4 6,Coast,18.00,1.00675,18.121,-23.34,,,,835,,,0.00,0.00,1
110614,29.6293000,-95.6230000,7,SUGAR LAND 9,SUGAR LAND 9 1,Coast,69.00,1.02096,70.446,-22.86,3.46,0.60,,432,,,0.00,0.00,1
110307,30.1407000,-95.0934000,7,HUFFMAN 1,HUFFMAN 1 1,Coast,69.00,1.01828,70.261,-27.17,2.03,0.22,,200,,,0.00,0.00,1
111228,29.8247000,-94.9197000,7,MONT BELVIEU 4,MONT BELVIEU 4 5,Coast,18.00,1.00675,18.121,-23.34,,,,835,,,0.00,0.00,1
111227,29.8247000,-94.9197000,7,MONT BELVIEU 4,MONT BELVIEU 4 4,Coast,1.000,1.00675,1.007,-23.34,,,,835,,,0.00,0.00,1
110613,29.6424000,-95.5902000,7,SUGAR LAND 8,SUGAR LAND 8 1,Coast,69.00,1.01197,69.826,-23.01,4.33,1.50,,431,,,0.00,0.00,1
111226,29.8247000,-94.9197000,7,MONT BELVIEU 4,MONT BELVIEU 4 3,Coast,13.80,1.00675,13.893,-23.34,,,,835,,,0.00,0.00,1
111225,29.8247000,-94.9197000,7,MONT BELVIEU 4,MONT BELVIEU 4 2,Coast,13.80,1.00675,13.893,-23.34,,,,835,,,0.00,0.00,1
110612,29.6303000,-95.6789000,7,SUGAR LAND 7,SUGAR LAND 7 1,Coast,69.00,1.01727,70.192,-22.44,3.24,1.13,,430,,,0.00,0.00,1
110306,30.1099000,-95.2828000,7,PORTER 3,PORTER 3 1,Coast,69.00,1.03975,71.743,-28.07,11.80,3.98,,199,,86.59,0.00,0.00,1
110153,30.1228000,-95.8160000,7,HOCKLEY 2,HOCKLEY 2 1,Coast,138.00,1.02654,141.662,-19.65,5.40,1.95,,65,,,0.00,0.00,1
111224,29.8247000,-94.9197000,7,MONT BELVIEU 4,MONT BELVIEU 4 1,Coast,138.00,1.00675,138.931,-23.34,,,,835,,,0.00,0.00,1
111223,29.2294000,-95.1952000,7,LIVERPOOL 4,LIVERPOOL 4 2,Coast,13.80,1.01322,13.982,-20.67,,,0.00,834,0.00,,0.00,0.00,1
110611,29.6424000,-95.6058000,7,SUGAR LAND 6,SUGAR LAND 6 1,Coast,69.00,1.01925,70.328,-22.97,0.37,0.12,,429,,,0.00,0.00,1
111222,29.2294000,-95.1952000,7,LIVERPOOL 4,LIVERPOOL 4 1,Coast,138.00,1.01322,139.824,-20.67,,,,834,,,0.00,0.00,1
140128,30.3411000,-97.7063000,6,AUSTIN 34,AUSTIN 34 1,South Central,69.00,1.00740,69.510,-9.40,18.70,4.80,,1687,,,0.00,0.00,1
110610,29.6338000,-95.5797000,7,STAFFORD 2,STAFFORD 2 1,Coast,69.00,1.00956,69.660,-22.83,6.00,1.65,,428,,,0.00,0.00,1
110305,30.1616000,-95.1497000,7,NEW CANEY 3,NEW CANEY 3 1,Coast,69.00,1.01580,70.090,-27.17,12.30,1.50,,198,,,0.00,0.00,1
140126,30.3525000,-97.7256000,6,AUSTIN 33,AUSTIN 33 1,South Central,69.00,0.99909,68.937,-9.08,21.80,3.61,,1685,,,0.00,0.00,1
111219,29.6949000,-95.0406000,7,LA PORTE 9,LA PORTE 9 1,Coast,138.00,1.03461,142.777,-22.68,,,,833,,,0.00,0.00,1
110609,29.5986000,-95.6668000,7,SUGAR LAND 5,SUGAR LAND 5 1,Coast,69.00,1.03138,71.165,-22.35,7.10,1.28,,427,,,0.00,0.00,1
140122,30.3014000,-97.9370000,6,MANCHACA 1,MANCHACA 1 2,South Central,69.00,1.00773,69.533,-7.94,22.20,5.60,,1681,,,0.00,0.00,1
140120,30.3522000,-97.9697000,6,SPICEWOOD 13,SPICEWOOD 13 1,South Central,69.00,1.01005,69.694,-9.08,11.40,2.56,,1680,,,0.00,0.00,1
110608,29.6348000,-95.6213000,7,SUGAR LAND 4,SUGAR LAND 4 1,Coast,69.00,1.01456,70.005,-23.26,4.70,0.75,,426,,,0.00,0.00,1
110304,30.1804000,-95.2042000,7,NEW CANEY 2,NEW CANEY 2 1,Coast,69.00,1.01190,69.821,-26.47,8.10,0.98,,197,,,0.00,0.00,1
110152,29.9155000,-96.0561000,7,BROOKSHIRE 7,BROOKSHIRE 7 1,Coast,138.00,1.02832,141.908,-17.11,4.07,0.53,,64,,,0.00,0.00,1
110076,29.1450000,-96.1938000,7,DANEVANG 1,DANEVANG 1 4,Coast,1.000,1.02560,1.026,-7.17,,,,19,,,0.00,0.00,1
110038,29.4370000,-96.4084000,7,NADA 1,NADA 1 2,Coast,13.80,1.03246,14.248,-7.93,,,,10,,,0.00,0.00,1
110019,29.5208000,-96.0832000,7,EAST BERNARD 1,EAST BERNARD 1 3,Coast,13.80,1.02644,14.165,-16.74,,,,5,,,0.00,0.00,1
111216,28.7950000,-96.0481000,7,ELMATON 3,ELMATON 3 1,Coast,345.00,1.03900,358.455,-0.21,,,,832,,,0.00,0.00,1
140116,30.5810000,-97.9329000,6,LEANDER 4,LEANDER 4 1,South Central,69.00,1.01805,70.245,-8.56,1.34,0.38,,1677,,,0.00,0.00,1
110607,29.6220000,-95.5831000,7,STAFFORD 1,STAFFORD 1 2,Coast,69.00,1.01909,70.317,-22.97,7.60,2.49,,425,,,0.00,0.00,1
140114,30.3921000,-97.8502000,6,CEDAR PARK 4,CEDAR PARK 4 1,South Central,69.00,1.01858,70.282,-10.15,8.80,2.41,,1675,,,0.00,0.00,1
140112,30.4243000,-97.9447000,6,LEANDER 3,LEANDER 3 1,South Central,69.00,1.01633,70.127,-9.24,5.30,1.80,,1673,,,0.00,0.00,1
110606,29.6220000,-95.5831000,7,STAFFORD 1,STAFFORD 1 1,Coast,138.00,1.01420,139.959,-20.49,,,,425,,,0.00,0.00,1
110303,30.2203000,-95.1599000,7,SPLENDORA 4,SPLENDORA 4 1,Coast,69.00,1.01373,69.948,-26.34,5.70,1.20,,196,,,0.00,0.00,1
140110,30.3630000,-98.0432000,6,SPICEWOOD 8,SPICEWOOD 8 1,South Central,69.00,1.00655,69.452,-8.42,8.90,2.94,,1671,,,0.00,0.00,1
111211,29.4829000,-95.6311000,7,THOMPSONS 6,THOMPSONS 6 5,Coast,20.00,1.04000,20.800,-9.93,,,0.00,831,0.00,,0.00,0.00,1
110605,29.5786000,-95.5858000,7,SUGAR LAND 3,SUGAR LAND 3 1,Coast,69.00,1.02114,70.459,-23.07,2.86,0.98,,424,,,0.00,0.00,1
111210,29.4829000,-95.6311000,7,THOMPSONS 6,THOMPSONS 6 4,Coast,13.80,1.04000,14.352,-9.93,,,0.00,831,0.00,,0.00,0.00,1
140104,30.3158000,-97.9519000,6,SPICEWOOD 5,SPICEWOOD 5 1,South Central,69.00,1.01263,69.871,-9.58,9.60,2.26,,1665,,,0.00,0.00,1
110604,29.6352000,-95.6046000,7,SUGAR LAND 2,SUGAR LAND 2 1,Coast,69.00,1.01935,70.335,-22.97,7.30,2.03,,423,,,0.00,0.00,1
110302,30.2891000,-95.1777000,7,SPLENDORA 3,SPLENDORA 3 1,Coast,69.00,1.01864,70.286,-26.11,4.25,0.60,,195,,,0.00,0.00,1
110151,29.5695000,-96.3166000,7,EAGLE LAKE 2,EAGLE LAKE 2 1,Coast,138.00,1.02110,140.912,-11.13,6.40,2.03,,63,,,0.00,0.00,1
140102,30.3606000,-97.9790000,6,SPICEWOOD 4,SPICEWOOD 4 2,South Central,69.00,1.00848,69.585,-8.66,37.30,8.10,,1663,,,0.00,0.00,1
111207,29.4829000,-95.6311000,7,THOMPSONS 6,THOMPSONS 6 1,Coast,345.00,1.04000,358.800,-9.93,,,,831,,260.54,0.00,0.00,1
110603,29.5867000,-95.6670000,7,SUGAR LAND 1,SUGAR LAND 1 1,Coast,69.00,1.03420,71.360,-22.59,7.50,1.05,,422,,,0.00,0.00,1
111206,29.9418000,-95.5306000,7,CYPRESS 54,CYPRESS 54 18,Coast,13.80,1.03753,14.318,-15.60,,,0.00,830,0.00,,0.00,0.00,1
140096,30.3299000,-97.7241000,6,AUSTIN 29,AUSTIN 29 1,South Central,138.00,1.00952,139.314,-6.80,,,,1659,,,0.00,0.00,1
110602,30.0568000,-95.7201000,7,CYPRESS 38,CYPRESS 38 1,Coast,69.00,1.01149,69.793,-23.68,6.30,1.73,,421,,,0.00,0.00,1
110301,30.1368000,-95.2702000,7,PORTER 2,PORTER 2 1,Coast,69.00,1.02445,70.687,-27.32,9.80,0.83,,194,,,0.00,0.00,1
